,id,subnumber,headword,context,,ste,nsm,translation,ref,filename,speaker,1,2,3,chaptertitle,sectiontitle,relatedword,relatedphrase,relatedvalue,functiontags,notes
,308,6,,,,"  {""ste"": ""Someone said something.""},{  ""ste"": ""I think like this about it “It is not true.” I feel something because of this.""},{  ""ste"": ""Some people think some words are bad words. I want to say a word like this now.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""Somebody has said something""},{""nsm"": ""I don't think this is true""},{""nsm"": ""I feel something because of this""},{""nsm"": ""I say: {bullshit!}""},{""nsm"": ""Other people would say this is a bad thing to say""},{""nsm"": ""I say this because I want to say I think this thing is untrue""},",,,,,,,,,,,,,,
,309,1,damn!,,"I thought like this a short time before: “Something bad happened, I know it now.”","  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},",,{Goddard:2015ku p. 201},,,,,phrase,,,,,,,
,309,2,,,I think about it like this: “This is something very bad for me. I don’t want this.”,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},",,,,,,,,,,,,,,
,309,3,,,I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},",,,,,,,,,,,,,,
,309,4,,,"Because of this, I say this word.","  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},",,,,,,,,,,,,,,
,309,5,,,"I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”","  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”""}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},",,,,,,,,,,,,,,
,309,6,,,,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”""},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Damn}""},",,,,,,,,,,,,,,
,309,7,,,,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Damn}""},{""nsm"": ""I think about this word like this:""},",,,,,,,,,,,,,,
,309,8,,,,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Damn}""},{""nsm"": ""I think about this word like this:""},{""nsm"": ""“some people can feel something bad when they hear this word""},",,,,,,,,,,,,,,
,309,9,,,,"  {""ste"": ""I thought like this a short time before: “Something bad happened, I know it now.”""},{  ""ste"": ""I think about it like this: “This is something very bad for me. I don’t want this.”""},{  ""ste"": ""I feel something bad because of it. I want to say something bad now because of this. I want to say it in one moment.""},{  ""ste"": ""Because of this, I say this word.""},{  ""ste"": ""I think about this word like this: “Some people can feel something bad when they hear this word. Because of this, some people think it is bad if someone says this word. I don’t think the same. I want to say this word.”""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I thought like this a moment before: “something bad happened, I know it now”""},{""nsm"": ""I think about it like this: “this is something very bad for me”""},{""nsm"": ""I feel something bad because of this""},{""nsm"": ""I want to say something bad now because of this""},{""nsm"": ""I want to say it in one moment""},{""nsm"": ""because of this, I say this word: {Damn}""},{""nsm"": ""I think about this word like this:""},{""nsm"": ""“some people can feel something bad when they hear this word""},{""nsm"": ""because of this, some people think like this: “it is bad if someone says this word’”""},",,,,,,,,,,,,,,
,310,1,fuck!,,I know something happened a moment before. I feel something very bad because of it.,"  {""ste"": ""I know something happened a moment before. I feel something very bad because of it.""}","{""nsm"": ""I know: something happened a moment before""},",,{Goddard:2015ku p. 197},,,,,phrase,,,,,,,
,310,2,,,"I want to say something very bad now because of this. I want to say it in one moment. Because of this, I say this word.","  {""ste"": ""I know something happened a moment before. I feel something very bad because of it.""},{  ""ste"": ""I want to say something very bad now because of this. I want to say it in one moment. Because of this, I say this word.""}","{""nsm"": ""I know: something happened a moment before""},{""nsm"": ""I feel something very bad because of it""},",,,,,,,,,,,,,,
